BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
16900,129,2,2707,"['1344', '819', '411', '103', '30']",95
16901,129,2,2258,"['648', '667', '576', '251', '116']",84
16902,129,2,7817,"['2492', '3059', '1698', '434', '134']",93
16903,129,2,42788,"['23956', '14277', '3541', '685', '329']",98
16904,128,2,203,"['54', '92', '45', '10', '2']",94
16905,128,2,3887,"['1007', '1462', '1022', '288', '108']",90
16906,128,2,16300,"['5787', '6407', '3273', '641', '192']",95
16907,128,2,4420,"['1359', '1025', '1291', '549', '196']",83
16908,128,2,16324,"['2579', '6336', '5906', '1251', '252']",91
16909,128,2,1776,"['474', '636', '491', '122', '53']",90
16910,128,2,1428,"['641', '408', '272', '88', '19']",93
16911,128,3,30869,"['7589', '9691', '10504', '2535', '550']",90
16912,128,2,538,"['141', '215', '126', '45', '11']",90
16913,128,2,20492,"['6649', '8395', '4094', '1064', '290']",93
16914,128,2,9106,"['1980', '3615', '2679', '649', '183']",91
16915,128,2,14172,"['3053', '4267', '4347', '1838', '667']",82
16916,128,2,12401,"['4048', '5499', '2395', '332', '127']",96
16917,128,2,1767,"['718', '614', '347', '72', '16']",95
16918,128,2,5337,"['1405', '1531', '1526', '588', '287']",84
16919,128,2,5548,"['1972', '1823', '1353', '325', '75']",93
16920,128,2,1890,"['465', '839', '455', '101', '30']",93
16921,128,2,4229,"['904', '1504', '1326', '403', '92']",88
16922,128,2,7588,"['3477', '2176', '1378', '422', '135']",93
16923,128,2,3649,"['1005', '1126', '998', '349', '171']",86
16924,128,2,8439,"['4448', '2661', '1096', '176', '58']",97
16925,128,2,5580,"['3094', '1372', '802', '201', '111']",94
16926,128,2,18763,"['4038', '6654', '5814', '1699', '558']",88
16927,128,2,4614,"['1896', '1674', '776', '198', '70']",94
16928,128,2,2385,"['882', '852', '476', '135', '40']",93
16929,128,2,1875,"['720', '692', '371', '72', '20']",95
16930,128,2,18907,"['8986', '6265', '2749', '665', '242']",95
16931,128,3,30427,"['9438', '12464', '7351', '931', '243']",96
16932,128,2,28,"['22', '2', '3', '1', '0']",96
16933,128,2,15081,"['4323', '4824', '4426', '1160', '348']",90
16934,128,2,6235,"['2716', '2153', '1008', '265', '93']",94
16935,128,2,4105,"['1514', '1506', '888', '164', '33']",95
16936,127,3,3715,"['1702', '1216', '589', '154', '54']",94
16937,127,2,5846,"['2099', '1773', '1386', '431', '157']",90
16938,127,2,6251,"['1881', '1447', '1777', '823', '323']",82
16939,127,2,1007,"['659', '240', '76', '16', '16']",97
16940,127,2,15173,"['5954', '4352', '3548', '936', '383']",91
16941,127,2,15940,"['6805', '5648', '2864', '515', '108']",96
16942,127,2,1828,"['623', '688', '412', '87', '18']",94
16943,127,4,20825,"['9111', '7126', '3744', '663', '181']",96
16944,127,2,16277,"['2950', '4746', '5358', '2376', '847']",80
16945,127,2,4896,"['1072', '1236', '1481', '731', '376']",77
16946,127,2,7547,"['2536', '2675', '1694', '503', '139']",91
16947,127,2,10316,"['5681', '2955', '1228', '283', '169']",96
16948,127,2,2485,"['1260', '737', '386', '84', '18']",96
16949,127,2,381,"['134', '83', '86', '38', '40']",80
16950,127,2,9554,"['6205', '2361', '852', '118', '18']",99
16951,127,2,6993,"['2647', '2784', '1351', '171', '40']",97
16952,127,2,1801,"['444', '644', '530', '152', '31']",90
16953,127,3,5542,"['1887', '1762', '1376', '379', '138']",91
16954,127,2,15036,"['7613', '3533', '2515', '811', '564']",91
16955,127,2,9644,"['3077', '4043', '2137', '304', '83']",96
16956,127,2,884,"['409', '327', '125', '19', '4']",97
16957,127,2,1526,"['635', '407', '319', '102', '63']",89
16958,127,2,1272,"['419', '466', '327', '52', '8']",95
16959,127,2,8426,"['3872', '2648', '1329', '339', '238']",93
16960,127,2,13075,"['4309', '4429', '2982', '979', '376']",90
16961,127,2,33371,"['13593', '11754', '6740', '1083', '201']",96
16962,127,2,5308,"['2257', '1724', '1006', '227', '94']",94
16963,127,2,4177,"['1890', '1589', '525', '116', '57']",96
16964,127,2,30628,"['10010', '11226', '7051', '1751', '590']",92
16965,127,2,3168,"['792', '1218', '896', '195', '67']",92
16966,127,3,11741,"['5595', '3885', '1834', '359', '68']",96
16967,127,2,5735,"['2124', '2364', '1031', '167', '49']",96
16968,127,2,50321,"['23049', '17201', '7899', '1730', '442']",96
16969,127,2,13608,"['5687', '4894', '2336', '517', '174']",95
16970,127,2,30844,"['8995', '11399', '7332', '2241', '877']",90
16971,127,2,23415,"['8437', '8455', '5105', '1101', '317']",94
16972,127,2,24843,"['10843', '10023', '3416', '439', '122']",98
16973,127,2,18701,"['8896', '6674', '2551', '447', '133']",97
16974,127,2,187,"['106', '47', '25', '6', '3']",95
16975,127,2,4679,"['2087', '1551', '779', '199', '63']",94
16976,126,2,8333,"['2803', '3456', '1642', '311', '121']",95
16977,126,3,1299,"['587', '417', '221', '49', '25']",94
16978,126,4,16342,"['9481', '4444', '2008', '312', '97']",97
16979,126,3,16596,"['3147', '5969', '5412', '1642', '426']",88
16980,126,2,7980,"['2664', '3052', '1704', '417', '143']",93
16981,126,2,5855,"['2377', '1832', '1186', '340', '120']",92
16982,126,2,341,"['117', '76', '79', '50', '19']",80
16983,126,2,24,"['10', '8', '5', '1', '0']",96
16984,126,2,4830,"['1639', '1942', '963', '213', '73']",94
16985,126,2,9986,"['3543', '3421', '2068', '616', '338']",90
16986,126,2,14396,"['3204', '3620', '5484', '1748', '340']",85
16987,126,2,4216,"['966', '1381', '1260', '442', '167']",86
16988,126,2,7031,"['2553', '2433', '1664', '314', '67']",95
16989,126,2,21639,"['7075', '8029', '5219', '1123', '193']",94
16990,126,2,10684,"['3124', '4067', '2818', '554', '121']",94
16991,126,2,4805,"['2028', '1456', '957', '281', '83']",92
16992,126,2,28060,"['12885', '11126', '3503', '387', '159']",98
16993,126,2,3851,"['1278', '1334', '789', '312', '138']",88
16994,126,2,13349,"['4357', '4872', '3064', '791', '265']",92
16995,126,2,1243,"['361', '414', '318', '97', '53']",88
16996,126,2,2482,"['701', '815', '735', '188', '43']",91
16997,126,2,13082,"['3619', '5463', '3493', '426', '81']",96
16998,126,2,2385,"['832', '890', '535', '100', '28']",95
16999,126,2,857,"['494', '235', '104', '21', '3']",97
17000,126,2,4510,"['2024', '1560', '766', '120', '40']",96
17001,126,2,13840,"['3924', '4898', '3759', '1003', '256']",91
17002,126,2,1323,"['489', '461', '260', '84', '29']",91
17003,126,2,2736,"['1344', '951', '326', '77', '38']",96
17004,126,2,3773,"['1755', '1038', '719', '181', '80']",93
17005,126,2,33524,"['16311', '11835', '4475', '701', '202']",97
17006,126,2,34507,"['10988', '13312', '7798', '1801', '608']",93
17007,126,2,15231,"['4457', '6265', '3793', '629', '87']",95
17008,126,2,12416,"['6747', '2653', '1831', '712', '473']",90
17009,126,2,2733,"['1060', '1023', '533', '97', '20']",96
17010,126,2,14510,"['4770', '5699', '3373', '552', '116']",95
17011,126,2,40441,"['6596', '14783', '14513', '3698', '851']",89
17012,126,2,6460,"['4307', '1424', '577', '109', '43']",98
17013,126,2,47006,"['17407', '19999', '8148', '1110', '342']",97
17014,126,2,2556,"['1016', '907', '439', '122', '72']",92
17015,126,2,26194,"['14675', '6579', '3453', '913', '574']",94
17016,126,2,8400,"['1655', '3452', '2553', '605', '135']",91
17017,125,2,3145,"['1544', '1011', '502', '63', '25']",97
17018,125,3,7913,"['3338', '2885', '1355', '273', '62']",96
17019,125,2,3450,"['922', '1346', '935', '206', '41']",93
17020,125,3,3402,"['1421', '1263', '592', '102', '24']",96
17021,125,2,4372,"['1266', '1046', '1331', '543', '186']",83
17022,125,2,469,"['144', '169', '108', '38', '10']",90
17023,125,2,13517,"['5771', '4950', '2340', '384', '72']",97
17024,125,2,109,"['50', '41', '13', '1', '4']",95
17025,125,2,1501,"['347', '534', '401', '156', '63']",85
17026,125,3,20606,"['9444', '6986', '3179', '711', '286']",95
17027,125,2,4848,"['1841', '1768', '1088', '128', '23']",97
17028,125,2,16221,"['6089', '6535', '3099', '419', '79']",97
17029,125,2,6990,"['2927', '2036', '1494', '429', '104']",92
17030,125,2,1650,"['835', '476', '261', '51', '27']",95
17031,125,2,36263,"['6932', '10880', '12550', '4545', '1356']",84
17032,125,2,5330,"['1652', '1938', '1376', '285', '79']",93
17033,125,2,5556,"['2940', '1621', '790', '142', '63']",96
17034,125,2,5702,"['1769', '2102', '1324', '385', '122']",91
17035,125,3,19630,"['9259', '5722', '3282', '904', '463']",93
17036,125,2,13288,"['2762', '4621', '3725', '1475', '705']",84
17037,125,2,4780,"['1806', '1824', '923', '189', '38']",95
17038,125,2,4187,"['1472', '1787', '781', '121', '26']",96
17039,125,2,7063,"['2401', '2479', '1872', '269', '42']",96
17040,125,2,8335,"['2015', '2254', '2932', '875', '259']",86
17041,125,2,11720,"['3634', '3833', '3209', '903', '141']",91
17042,125,2,11661,"['5431', '3594', '1924', '459', '253']",94
17043,125,2,6651,"['2112', '2478', '1696', '303', '62']",95
17044,125,2,3051,"['1391', '1074', '467', '88', '31']",96
17045,125,2,4652,"['1700', '1936', '818', '158', '40']",96
17046,125,2,19587,"['9393', '6766', '2753', '532', '143']",97
17047,125,2,6921,"['1920', '2963', '1623', '342', '73']",94
17048,125,2,5877,"['1739', '2307', '1287', '356', '188']",91
17049,125,2,33120,"['10576', '11364', '8656', '2039', '485']",92
17050,125,2,1934,"['1107', '571', '195', '38', '23']",97
17051,125,2,9871,"['4428', '3582', '1582', '209', '70']",97
17052,124,2,3249,"['1024', '1165', '821', '194', '45']",93
17053,124,2,3162,"['1226', '1247', '545', '112', '32']",95
17054,124,2,1415,"['382', '580', '381', '65', '7']",95
17055,124,2,8590,"['1460', '2669', '2823', '1150', '488']",81
17056,124,2,27997,"['13218', '10343', '3939', '404', '93']",98
17057,124,2,8251,"['1797', '3139', '2619', '562', '134']",92
17058,124,2,559,"['205', '210', '114', '27', '3']",95
17059,124,2,9282,"['5949', '2406', '850', '53', '24']",99
17060,124,2,3465,"['1595', '1113', '588', '120', '49']",95
17061,124,2,9275,"['2469', '3985', '2313', '416', '92']",95
17062,124,2,35695,"['14969', '13150', '5810', '1347', '419']",95
17063,124,2,28691,"['14249', '9530', '3817', '843', '252']",96
17064,124,2,21928,"['7146', '7692', '5089', '1465', '536']",91
17065,124,2,4623,"['1745', '1342', '905', '425', '206']",86
17066,124,2,111809,"['33266', '43945', '28779', '4755', '1064']",95
17067,124,2,46792,"['12556', '18808', '12754', '2220', '454']",94
17068,124,2,1279,"['681', '435', '127', '24', '12']",97
17069,124,2,14560,"['8571', '4242', '1416', '260', '71']",98
17070,123,2,2908,"['1466', '907', '464', '55', '16']",98
17071,123,3,5367,"['2158', '2048', '964', '141', '56']",96
17072,123,2,5070,"['2172', '1561', '962', '273', '102']",93
17073,123,3,22205,"['10699', '6187', '4122', '884', '313']",95
17074,123,2,7123,"['2538', '2352', '1452', '543', '238']",89
17075,123,2,561,"['208', '155', '144', '47', '7']",90
17076,123,2,10999,"['3757', '4428', '2362', '377', '75']",96
17077,123,2,3025,"['1301', '937', '552', '178', '57']",92
17078,123,2,36746,"['10468', '15170', '9142', '1627', '339']",95
17079,123,2,33254,"['10269', '14674', '7014', '1084', '213']",96
17080,123,2,572,"['230', '228', '96', '11', '7']",97
17081,123,2,9032,"['2079', '4359', '2270', '282', '42']",96
17082,123,2,6380,"['3321', '2000', '875', '138', '46']",97
17083,123,2,2114,"['472', '555', '652', '302', '133']",79
17084,123,2,28057,"['7609', '9491', '7461', '2533', '963']",88
17085,123,3,30755,"['19516', '7424', '2825', '652', '338']",97
17086,123,2,920,"['274', '370', '213', '41', '22']",93
17087,123,2,17293,"['7601', '4731', '3919', '798', '244']",94
17088,123,2,17135,"['3960', '6475', '5304', '1184', '212']",92
17089,123,3,15229,"['6922', '4827', '2656', '613', '211']",95
17090,123,2,18417,"['4594', '7420', '4880', '1188', '335']",92
17091,123,2,851,"['207', '285', '242', '73', '44']",86
17092,123,2,1984,"['580', '721', '506', '125', '52']",91
17093,123,2,10383,"['4212', '3969', '1795', '329', '78']",96
17094,123,2,2739,"['922', '1062', '623', '112', '20']",95
17095,123,2,8055,"['2428', '2925', '2089', '450', '163']",92
17096,123,2,13948,"['4659', '4817', '3326', '824', '322']",92
17097,123,2,4405,"['1325', '1248', '1181', '444', '207']",85
17098,123,2,13009,"['2904', '6094', '3241', '597', '173']",94
17099,123,2,32889,"['10466', '13202', '7394', '1541', '286']",94
17100,123,2,40818,"['24602', '12735', '2975', '364', '142']",99
17101,123,2,8484,"['2993', '3390', '1563', '411', '127']",94
17102,123,2,26614,"['5983', '11283', '6854', '1869', '625']",91
17103,123,2,10317,"['4205', '3710', '1759', '439', '204']",94
17104,122,2,216,"['75', '93', '43', '4', '1']",98
17105,122,3,16681,"['10286', '4160', '1837', '276', '122']",98
17106,122,2,1680,"['353', '685', '479', '127', '36']",90
17107,122,2,3193,"['1514', '1193', '412', '60', '14']",98
17108,122,2,16973,"['7271', '5822', '3036', '649', '195']",95
17109,122,2,17494,"['5514', '6315', '4534', '885', '246']",94
17110,122,2,1974,"['677', '784', '388', '80', '45']",94
17111,122,2,4662,"['934', '1326', '1694', '556', '152']",85
17112,122,2,7189,"['1959', '2816', '1982', '349', '83']",94
17113,122,2,502,"['402', '60', '30', '5', '5']",98
17114,122,2,27899,"['9363', '10953', '5824', '1343', '416']",94
17115,122,2,23505,"['11886', '8223', '2997', '306', '93']",98
17116,122,2,300,"['199', '67', '28', '4', '2']",98
17117,122,2,3752,"['1318', '1570', '662', '154', '48']",95
17118,122,2,3440,"['698', '1163', '1190', '331', '58']",89
17119,122,2,3643,"['1502', '1373', '629', '111', '28']",96
17120,122,2,1499,"['573', '527', '313', '59', '27']",94
17121,122,2,237,"['105', '50', '48', '26', '8']",86
17122,122,2,6554,"['2124', '2294', '1817', '275', '44']",95
17123,122,2,3622,"['833', '1165', '1044', '384', '196']",84
17124,122,2,3825,"['1479', '1642', '571', '106', '27']",97
17125,122,3,32004,"['10827', '10900', '7600', '2005', '672']",92
17126,122,2,4954,"['1749', '1973', '1072', '135', '25']",97
17127,122,2,13762,"['6493', '4385', '2268', '480', '136']",96
17128,122,2,2818,"['1042', '982', '658', '116', '20']",95
17129,122,2,10225,"['5808', '3129', '992', '208', '88']",97
17130,122,2,1997,"['1032', '659', '219', '46', '41']",96
17131,122,2,1559,"['546', '591', '297', '93', '32']",92
17132,122,2,16518,"['8018', '5535', '2383', '448', '134']",96
17133,121,3,14126,"['8787', '3492', '1523', '247', '77']",98
17134,121,2,2862,"['1443', '866', '467', '68', '18']",97
17135,121,2,585,"['141', '208', '163', '59', '14']",88
17136,121,2,18528,"['6582', '6428', '4510', '842', '166']",95
17137,121,2,7619,"['1338', '2229', '2433', '1065', '554']",79
17138,121,2,2673,"['765', '762', '835', '255', '56']",88
17139,121,2,32627,"['8422', '11546', '9648', '2317', '694']",91
17140,121,2,8632,"['2593', '3519', '2059', '404', '57']",95
17141,121,2,5156,"['1115', '2173', '1451', '322', '95']",92
17142,121,2,5043,"['2272', '1711', '808', '179', '73']",95
17143,121,2,5216,"['2156', '1681', '1133', '190', '56']",95
17144,121,2,2267,"['996', '891', '322', '52', '6']",97
17145,121,2,6805,"['2288', '2892', '1388', '190', '47']",97
17146,121,2,22736,"['8866', '9751', '3663', '352', '104']",98
17147,121,2,4803,"['1580', '1531', '1150', '376', '166']",89
17148,121,3,15982,"['4331', '5398', '4520', '1340', '393']",89
17149,121,2,4080,"['1104', '1686', '1026', '169', '95']",94
17150,121,2,3867,"['1378', '1508', '707', '191', '83']",93
17151,121,2,46467,"['12812', '14496', '14466', '3994', '699']",90
17152,121,2,4633,"['1097', '1703', '1384', '364', '85']",90
17153,121,3,8385,"['2172', '3607', '2003', '452', '151']",93
17154,121,2,54620,"['17050', '22442', '12160', '2187', '781']",95
17155,121,2,14406,"['8132', '4530', '1419', '234', '91']",98
17156,121,2,33540,"['6996', '12431', '9589', '3020', '1504']",87
17157,121,2,9926,"['2455', '3774', '2904', '658', '135']",92
17158,121,2,2974,"['957', '1095', '747', '146', '29']",94
17159,121,2,26603,"['4885', '10990', '8089', '1962', '677']",90
17160,121,2,26046,"['5314', '10250', '7665', '2203', '614']",89
17161,121,2,3265,"['1639', '1060', '482', '66', '18']",97
17162,121,2,31611,"['12155', '10670', '6531', '1664', '591']",93
17163,121,2,9026,"['5036', '2701', '1006', '190', '93']",97
17164,121,2,25099,"['8355', '9352', '5456', '1446', '490']",92
17165,121,2,3602,"['1262', '1165', '953', '170', '52']",94
17166,121,2,1420,"['730', '466', '155', '35', '34']",95
17167,121,2,3158,"['1211', '966', '566', '284', '131']",87
17168,120,2,5835,"['3026', '1669', '923', '179', '38']",96
17169,120,2,31873,"['9013', '10854', '8520', '2427', '1059']",89
17170,120,2,1558,"['383', '431', '501', '187', '56']",84
17171,120,2,9286,"['2748', '3521', '2282', '530', '205']",92
17172,120,2,3402,"['784', '1283', '1052', '246', '37']",92
17173,120,2,9364,"['3632', '3669', '1550', '386', '127']",95
17174,120,3,11718,"['3553', '4793', '2688', '489', '195']",94
17175,120,2,5600,"['2020', '2021', '1119', '297', '143']",92
17176,120,2,2391,"['667', '1045', '585', '84', '10']",96
17177,120,2,4967,"['1736', '1563', '1210', '329', '129']",91
17178,120,2,17679,"['5852', '7876', '3376', '432', '143']",97
17179,120,2,4053,"['1409', '1607', '893', '129', '15']",96
17180,120,2,12117,"['3257', '3282', '3258', '1518', '802']",81
17181,120,2,16508,"['1377', '5269', '6628', '2563', '671']",80
17182,120,2,3119,"['1046', '1257', '662', '125', '29']",95
17183,120,2,24152,"['8596', '9548', '4643', '1000', '365']",94
17184,120,2,2074,"['967', '683', '340', '72', '12']",96
17185,120,2,3786,"['2655', '694', '310', '61', '66']",97
17186,120,2,11412,"['5420', '3545', '1903', '402', '142']",95
17187,120,2,15565,"['4234', '6707', '3788', '701', '135']",95
17188,120,2,10224,"['931', '2554', '4306', '1906', '527']",76
17189,120,2,93015,"['27202', '42004', '19458', '3293', '1058']",95
17190,120,2,57895,"['19879', '27307', '9538', '911', '260']",98
17191,120,2,14145,"['7726', '4632', '1528', '207', '52']",98
17192,120,2,6670,"['4350', '1702', '477', '97', '44']",98
17193,119,2,2808,"['1454', '849', '425', '68', '12']",97
17194,119,2,13332,"['5893', '5339', '1831', '216', '53']",98
17195,119,2,1378,"['552', '444', '295', '62', '25']",94
17196,119,2,7480,"['2784', '3121', '1313', '207', '55']",96
17197,119,2,1896,"['367', '523', '637', '265', '104']",81
17198,119,2,833,"['502', '220', '91', '18', '2']",98
17199,119,2,12583,"['5785', '4586', '1881', '275', '56']",97
17200,119,2,5545,"['1950', '2246', '1166', '145', '38']",97
17201,119,2,6544,"['1541', '2157', '1972', '664', '210']",87
17202,119,2,5075,"['2036', '1716', '1047', '203', '73']",95
17203,119,2,14149,"['5143', '4944', '3163', '734', '165']",94
17204,119,2,1299,"['600', '485', '164', '31', '19']",96
17205,119,2,1372,"['328', '467', '420', '125', '32']",89
